cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,label,notes
b4ce2baa3e04_s001,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",3,3,"AFB3228's activity this week, 2010-W42, has triggered two detection rules.",F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b4ce2baa3e04_s007,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",3,3,This is also above the peer range of 8 visits among 366 peers in the same role.,F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b4ce2baa3e04_s008,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",2,2,"The UEBA system flagged her activity due to the ""Evidence for triggered rules.""",F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"Main clause uses causal language and cites context-only fact (F005), not an evidence fact. Rule 4 fired.",grounded,
b4ce2baa3e04_s010,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",2,2,"Secondly, Adele visited job-search sites at an atypical frequency, with 70 visits logged, exceeding their typical range of 36.",F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b4ce2baa3e04_s004,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",1,1,These unusual logon patterns and browsing habits are the primary evidence for these triggered rules.,F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b4ce2baa3e04_s009,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",1,1,"These events triggered rules R1 and R4, respectively.",F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b4ce2baa3e04_s011,b4ce2baa3e04,AFB3228,2010-W42,no,"R1,R4",1,1,The week in question (2010-W42) was flagged due to evidence from triggered rules.,F001 logons outside working hours=4 [own~0.50 max4] ; F002 visits to job-search sites=70 [own~36 max61] [peer~8 n366],F003 logon events=12 [own~10 max12] [peer~5 n366] ; F004 logons at the weekend=0 [own~0 max1] ; F005 days with recorded activity=5 [own~5 max6] [peer~5 n366] ; F006 visits to leak-publication sites=0 [own~0 max0] ; F007 visits to cloud-storage sites=2 [own~1.50 max6] [peer~1 n366] ; F008 distinct web domains visited=67 [own~60 max71] [peer~66 n366] ; F009 distinct workstations used=1 [own~1 max1] [peer~1 n366] ; F010 hour of earliest logon in the week=0 ; F011 hour of latest logon in the week=22,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b6b2b02a91c9_s004,b6b2b02a91c9,ABP2917,2010-W23,no,R2,8,9,"The UEBA system flagged Alice Britanney Pope's activity for the week 2010-W23 due to the elevated number of files copied to removable media, with 19 files copied, which is significantly above her usual range of 6.50.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
b6b2b02a91c9_s002,b6b2b02a91c9,ABP2917,2010-W23,no,R2,6,6,"Specifically, 19 files were copied to removable media, which is significantly above their typical range of 6.5 files per week.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b6b2b02a91c9_s001,b6b2b02a91c9,ABP2917,2010-W23,no,R2,3,3,"ABP2917, a technician in the Regional Field Service team, has triggered a detection rule due to an elevated number of files copied to removable media.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
b6b2b02a91c9_s005,b6b2b02a91c9,ABP2917,2010-W23,no,R2,2,2,This anomaly is the primary evidence for the triggered rule R2.,F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b6b2b02a91c9_s006,b6b2b02a91c9,ABP2917,2010-W23,no,R2,2,2,"This suggests that Alice may have been copying more files to removable media than usual, potentially indicating a change in her work habits or a need for additional data transfer.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,unverifiable,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",unverifiable,
b6b2b02a91c9_s003,b6b2b02a91c9,ABP2917,2010-W23,no,R2,1,1,"This anomaly stands out as the user's overall removable device connections and file operations are within their usual range, suggesting that this increased activity is not part of their typical pattern.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
b6b2b02a91c9_s007,b6b2b02a91c9,ABP2917,2010-W23,no,R2,1,1,"This anomaly is the primary reason for the flag, and it warrants further investigation to determine the nature of the file copying activity and ensure it is not a security concern.",F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,unverifiable,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",grounded,Resolved after initial pass to close a slice-boundary gap in review.
b6b2b02a91c9_s008,b6b2b02a91c9,ABP2917,2010-W23,no,R2,1,1,The lack of distinct workstations used and days with recorded activity also suggests that this unusual file copying is not part of a larger pattern of unusual behavior.,F001 files copied to removable media=19 [own~6.50 max17],F002 removable device connections=12 [own~6 max10] ; F003 removable device connections outside working hours=0 [own~0 max0] ; F004 file operations=53 [own~24 max49] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n370] ; F006 days with recorded activity=7 [own~6 max6] [peer~5 n370] ; F007 hour of earliest logon in the week=7 ; F008 hour of latest logon in the week=13,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
c649b67f9bdc_s001,c649b67f9bdc,CDE1846,2011-W14,yes,R5,6,6,The UEBA system flagged CDE1846's (Carlos Dieter Ewing) week for review due to an unusual volume of file operations.,F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
c649b67f9bdc_s002,c649b67f9bdc,CDE1846,2011-W14,yes,R5,4,4,"According to the evidence, Carlos's file operations for the week (8) are significantly above his usual range (1.50) and also exceed the typical volume among his same-role peers (1).",F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
c649b67f9bdc_s003,c649b67f9bdc,CDE1846,2011-W14,yes,R5,4,4,This anomaly is the primary reason for the triggered detection rules.,F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
